DataPoint #,Frame Axle Mount Inset,Frame FCC Loading Style,Frame FCC Loading Style - Flush,Frame FCC Loading Style - Hanging,Frame Overbody Height,Frame Shape,Frame Shape - Box,Frame Shape - MUTT,Frame Shape - Protector,Frame Shape - SMSS,Frame Underbody Length,Frame Underbody Width,Offload Generator Present,Offload Generator Height,Offload Generator Length,Offload Generator Width,Running Gear Type,Running Gear Type - Four-Wheeled,Running Gear Type - Six-Wheeled,Running Gear Type - Eight-Wheeled,Running Gear Type - Oval Track,Running Gear Type - Trapazoidal Track,Running Gear Type - Parallelogram Track,Running Gear Type - Mattrack,Running Gear Back Mount Inset,Running Gear Front Mount Inset,Running Gear Drive Gear Radius,Running Gear Drive Gear Radius - 5,Running Gear Drive Gear Radius - 6,Running Gear Drive Gear Radius - 7,Running Gear Drive Gear Width,Running Gear Track Thickness,Running Gear Track Width,Running Gear Mattrack Ground Contract Length,Running Gear Mattrack Inset Length,Running Gear Mattrack Length,Running Gear Mattrack Track Width,Running Gear Road Wheel Radius,Running Gear Road Wheel Radius - 3.5,Running Gear Road Wheel Radius - 4,Running Gear Road Wheel Radius - 5,Running Gear Road Wheel Radius - 6,Running Gear Road Wheel Radius - 7,Running Gear Road Wheel Width,Running Gear Wheel Contact Patch Arc,Running Gear Wheel Radius,Running Gear Wheel Width,Steering Type Name,Steering Type Name - Pivot,Steering Type Name - Skid,Steering Type Name - Single Ackerman,Steering Type Name - Dual Ackerman,Winch Present,Winch Stowed Width,Back Deck Overhang in,Running Gear Contact Patch Area in2,SMET FCC Length in,SMET FCC CtoC Turning Diameter in
198,11,2,0,1,11,2,0,1,0,0,51,57,1,33.916,30.201,14.395,6,0,0,0,0,0,1,0,16,6,1,1,0,0,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,12,1,1,1,0,0,0,1,3.821,5,425.16,59.821,59.821
199,14,2,0,1,11,4,0,0,0,1,103,48,1,32.827,23.026,16.505,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,12,1,2,0,1,0,0,0,0,0,2100,103,188.6080592
200,8,1,1,0,0,1,1,0,0,0,66,27,1,16.074,31.324,15.759,3,0,0,1,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,1,2.878,5,127.0418181,76,80.65358021
201,9,2,0,1,0,1,1,0,0,0,123,16,2,0,0,0,4,0,0,0,1,0,0,0,5.5,8,2,0,1,0,13,2,14,0,0,0,0,1,1,0,0,0,0,0,0,12,1,4,0,0,0,1,1,5.396,0,0,128.396,158.8238105
202,10,2,0,1,0,1,1,0,0,0,94,53,2,0,0,0,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,15,1,3,0,0,1,0,0,0,12,1535.16,106,262.3707043
203,7,1,1,0,10,2,0,1,0,0,74,54,1,29.99,24.217,28.799,3,0,0,1,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,0,0,11,175.9040559,96,96
204,3,1,1,0,19,4,0,0,0,1,40,29,2,0,0,0,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,17,1,1,1,0,0,0,1,7.12,2,952,49.12,75.24476327
205,8,1,1,0,14,4,0,0,0,1,47,22,1,38.202,35.43,16.725,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0,4,117.2693706,55,71.71369675
206,6,2,0,1,17,2,0,1,0,0,117,42,2,0,0,0,6,0,0,0,0,0,1,0,19,7,2,0,1,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,2,0,1,0,0,1,5.498,13,2585.16,135.498,187.0847615
207,4,1,1,0,4,2,0,1,0,0,112,21,1,34.021,37.567,21.556,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,1,1,0,0,0,0,0,15,92.8382517,142,142
208,14,2,0,1,0,1,1,0,0,0,95,28,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,4,0,0,0,1,0,0,0,63.52090906,95,105.9486723
209,1,1,1,0,0,1,1,0,0,0,54,49,2,0,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,2,0,1,0,0,0,0,16,83.06580416,86,130.3840481
210,6,1,1,0,13,2,0,1,0,0,62,26,1,37.537,34.857,28.029,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,19,1,3,0,0,1,0,0,0,27,0,116,87.73696238
211,8,1,1,0,17,3,0,0,1,0,84,55,1,32.437,24.373,15.673,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,14,1,1,1,0,0,0,0,0,1,1904,86,119.5198728
212,8,1,1,0,0,2,0,1,0,0,75,47,2,0,0,0,6,0,0,0,0,0,1,0,22,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,13,1,1,1,0,0,0,0,0,14,1012.816,89,89
213,0,1,1,0,18,2,0,1,0,0,122,48,1,32.822,28.178,19.725,6,0,0,0,0,0,1,0,11.5,8,3,0,0,1,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,15,1,4,0,0,0,1,0,0,11.5,3504.84,141.5,216.3190941
214,13,2,0,1,0,3,0,0,1,0,92,16,2,0,0,0,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,12,1,3,0,0,1,0,0,0,6,1372.74,98,178.4927903
215,2,1,1,0,0,1,1,0,0,0,107,24,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,3,0,0,1,0,1,4.604,9,53.74846151,125,140.0809924
216,11,1,1,0,7,3,0,0,1,0,120,23,2,0,0,0,4,0,0,0,1,0,0,0,5,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,15,1,1,1,0,0,0,1,7.402,0,0,127.402,137.9864834
217,11,2,0,1,1,2,0,1,0,0,47,17,1,15.794,36.767,19.306,4,0,0,0,1,0,0,0,8,8,3,0,0,1,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,20,1,1,1,0,0,0,1,6.283,0,0,53.283,53.283
218,1,2,0,1,10,4,0,0,0,1,35,18,1,39.745,25.53,16.998,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,1,5.234,14,146.5867132,63,73.57309291
219,10,2,0,1,9,4,0,0,0,1,117,55,2,0,0,0,1,1,0,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,8.06,8,87.95202793,133.06,186.0240941
220,5,1,1,0,6,4,0,0,0,1,65,37,2,0,0,0,4,0,0,0,1,0,0,0,7,8,3,0,0,1,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,2,0,1,0,0,1,5.551,2,0,72.551,139.3723344
221,12,1,1,0,0,1,1,0,0,0,103,50,1,31.378,25.676,17.215,4,0,0,0,1,0,0,0,5.5,7,1,1,0,0,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,13,1,4,0,0,0,1,1,8.08,0,0,111.08,193.7722003
222,7,1,1,0,27,4,0,0,0,1,109,41,2,0,0,0,6,0,0,0,0,0,1,0,19,7,2,0,1,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,3,0,0,1,0,1,7.354,12,2132.816,128.354,241.3002285
223,10,1,1,0,6,4,0,0,0,1,36,32,1,20.195,24.759,18.644,5,0,0,0,0,1,0,0,8,8,2,0,1,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,15,1,2,0,1,0,0,0,0,0,480,36,114.7911146
224,3,2,0,1,0,1,1,0,0,0,73,21,1,32.353,25.528,21.811,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,12,1,2,0,1,0,0,1,8.543,30,0,133,146.7412689
225,12,2,0,1,0,4,0,0,0,1,56,27,1,37.952,34.098,19.844,4,0,0,0,1,0,0,0,5,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,20,1,2,0,1,0,0,1,3.244,0,0,59.244,132.9317552
226,13,2,0,1,12,3,0,0,1,0,79,41,1,26.763,24.363,28.796,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,17,1,3,0,0,1,0,1,3.338,20,0,119,167.4411801
227,0,1,1,0,0,1,1,0,0,0,60,37,1,39.69,32.077,21.787,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,2,0,1,0,0,1,8.715,18,131.9280419,96,121.2105606
228,8,1,1,0,0,1,1,0,0,0,92,22,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,4,0,0,0,1,0,0,8,156.3591608,108,77.97162828
229,3,1,1,0,0,1,1,0,0,0,61,21,2,0,0,0,6,0,0,0,0,0,1,0,11.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,14,1,3,0,0,1,0,1,3.578,8.5,1530,73.078,154.9106586
230,8,1,1,0,0,2,0,1,0,0,45,16,1,26.903,27.726,23.534,3,0,0,1,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,1,7.655,4,117.2693706,56.655,58.8709523
231,14,1,1,0,19,4,0,0,0,1,106,32,2,0,0,0,5,0,0,0,0,1,0,0,9,7,1,1,0,0,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,11,1,1,1,0,0,0,0,0,0,2340,106,122.8006515
232,6,2,0,1,14,2,0,1,0,0,84,43,1,23.282,28.511,23.353,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,0,0,14,195.448951,112,75.18364784
233,15,2,0,1,24,3,0,0,1,0,71,44,2,0,0,0,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,20,1,4,0,0,0,1,0,0,0,907.592,71,175.3121546
234,3,2,0,1,9,4,0,0,0,1,71,51,2,0,0,0,5,0,0,0,0,1,0,0,4.5,7,2,0,1,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,20,1,1,1,0,0,0,1,8.16,1.5,1950,80.66,129.2556985
235,12,2,0,1,7,3,0,0,1,0,34,16,1,17.662,33.462,15.655,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,11,1,2,0,1,0,0,0,0,4,-56,38,101.3903348
236,12,2,0,1,0,1,1,0,0,0,94,53,1,20.065,23.993,12.351,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,1,1,0,0,0,0,0,7,92.8382517,108,130.3572016
237,7,2,0,1,0,1,1,0,0,0,38,51,1,27.338,25.813,21.888,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,1,1,0,0,0,1,5.159,5,87.95202793,48.159,85.79212832
238,5,1,1,0,1,4,0,0,0,1,80,50,1,23.302,35.443,24.782,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,16,1,1,1,0,0,0,0,0,28,0,136,144.8999655
239,11,1,1,0,16,2,0,1,0,0,37,31,2,0,0,0,4,0,0,0,1,0,0,0,4.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,13,1,3,0,0,1,0,1,7.987,0,0,44.987,63.52108871
240,12,1,1,0,5,2,0,1,0,0,106,21,2,0,0,0,4,0,0,0,1,0,0,0,4.5,6,1,1,0,0,13,1,14,0,0,0,0,1,1,0,0,0,0,0,0,19,1,2,0,1,0,0,1,4.414,0,0,110.414,115.8285431
241,10,1,1,0,13,2,0,1,0,0,115,53,2,0,0,0,3,0,0,1,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,4,0,0,0,1,1,8.721,6,156.3591608,129.721,148.4645354
242,4,1,1,0,3,4,0,0,0,1,68,53,2,0,0,0,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,2,0,1,0,0,1,4.326,8,87.95202793,84,135.2479205
243,9,1,1,0,27,2,0,1,0,0,96,50,2,0,0,0,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,2,0,1,0,0,1,7.439,0,2184,103.439,175.6804677
244,3,2,0,1,14,3,0,0,1,0,102,52,2,0,0,0,6,0,0,0,0,0,1,0,22,7,2,0,1,0,13,1,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,3,0,0,1,0,0,0,19,2009.224,125,284.5349678
245,0,1,1,0,0,2,0,1,0,0,121,19,1,16.683,34.574,20.29,6,0,0,0,0,0,1,0,14,8,2,0,1,0,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,20,1,1,1,0,0,0,1,5.607,14,3164,143,143
246,12,2,0,1,0,1,1,0,0,0,102,46,1,32.457,24.172,18.873,4,0,0,0,1,0,0,0,9,9,3,0,0,1,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,15,1,1,1,0,0,0,0,0,0,0,102,138.7083271
247,3,1,1,0,8,3,0,0,1,0,117,42,1,22.228,22.883,14.621,6,0,0,0,0,0,1,0,12.5,9,3,0,0,1,13,2,15,0,0,0,0,1,1,0,0,0,0,0,0,19,1,1,1,0,0,0,0,0,9.5,3174.84,132.5,150.7987069
248,10,1,1,0,13,2,0,1,0,0,76,44,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,2,0,1,0,0,0,0,3,63.52090906,82,93.05912099
249,8,1,1,0,0,1,1,0,0,0,90,45,1,37.333,35.258,24.532,6,0,0,0,0,0,1,0,14,8,2,0,1,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,18,1,4,0,0,0,1,0,0,6,1980,96,180.6853522
250,12,1,1,0,1,3,0,0,1,0,113,35,2,0,0,0,1,1,0,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,3,0,0,1,0,1,2.383,1,63.52090906,116.383,149.5651294
251,13,1,1,0,0,1,1,0,0,0,36,21,2,0,0,0,4,0,0,0,1,0,0,0,6,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,19,1,2,0,1,0,0,0,0,0,0,36,91.38927727
252,1,2,0,1,0,1,1,0,0,0,48,57,1,11.034,27.316,28.704,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,47,33,55,13,0,0,0,0,0,0,0,0,11,1,1,1,0,0,0,1,5.821,32,0,112,135.9154149
253,2,2,0,1,23,3,0,0,1,0,68,51,1,16.249,38.323,22.756,5,0,0,0,0,1,0,0,5,7,2,0,1,0,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,13,1,2,0,1,0,0,0,0,3,1920,76,183.4802442
254,13,2,0,1,0,2,0,1,0,0,92,52,1,27.882,33.636,19.229,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,15,1,4,0,0,0,1,1,5.425,0,1607.592,97.425,106.7463952
255,13,1,1,0,33,3,0,0,1,0,71,46,2,0,0,0,1,1,0,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,1,1,0,0,0,0,0,6,92.8382517,83,94.89467846
256,6,1,1,0,16,4,0,0,0,1,130,28,2,0,0,0,4,0,0,0,1,0,0,0,6,9,3,0,0,1,13,2,14,0,0,0,0,2,0,1,0,0,0,0,0,11,1,4,0,0,0,1,0,0,0,0,133,170.8496156
257,5,1,1,0,0,1,1,0,0,0,101,25,1,11.863,32.849,25.771,5,0,0,0,0,1,0,0,8,7,1,1,0,0,13,2,15,0,0,0,0,4,0,0,0,1,0,0,0,16,1,1,1,0,0,0,0,0,3,2730,106,119.4194289
258,13,1,1,0,20,4,0,0,0,1,45,25,1,20.075,33.602,13.13,2,0,1,0,0,0,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,19,1,3,0,0,1,0,0,0,6,139.2573776,57,66.98581414
259,13,1,1,0,3,2,0,1,0,0,50,20,2,0,0,0,6,0,0,0,0,0,1,0,16,8,3,0,0,1,13,1,15,0,0,0,0,3,0,0,1,0,0,0,0,19,1,3,0,0,1,0,1,8.686,3,360,61.686,64.63374194
260,2,1,1,0,0,1,1,0,0,0,61,27,1,19.331,29.824,26.098,5,0,0,0,0,1,0,0,9,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,11,1,2,0,1,0,0,0,0,7,1710,75,124.2014493
261,7,1,1,0,24,2,0,1,0,0,54,58,1,13.611,24.376,24.931,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,13,1,1,1,0,0,0,1,2.601,26,0,106,120.8304597
262,8,2,0,1,0,1,1,0,0,0,73,55,2,0,0,0,6,0,0,0,0,0,1,0,14,9,3,0,0,1,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,14,1,3,0,0,1,0,1,5.645,6,1452.42,84.645,245.3801371
263,0,1,1,0,0,1,1,0,0,0,36,25,1,31.369,33.322,26.166,2,0,1,0,0,0,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,18,1,1,1,0,0,0,1,7.188,18,131.9280419,72,76.21679605
264,14,2,0,1,0,1,1,0,0,0,48,30,1,15.494,30.23,13.65,3,0,0,1,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,2,0,1,0,0,1,4.212,0,136.8142657,52.212,95.53058643
265,1,2,0,1,25,3,0,0,1,0,104,36,2,0,0,0,1,1,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,1,3.933,14,73.29335661,132,143.3875866
266,10,1,1,0,0,1,1,0,0,0,112,52,2,0,0,0,1,1,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,4,0,0,0,1,0,0,7,83.06580416,126,145.12355
267,8,1,1,0,0,1,1,0,0,0,109,31,1,21.843,37.945,13.92,4,0,0,0,1,0,0,0,5,6,1,1,0,0,13,1,14,0,0,0,0,2,0,1,0,0,0,0,0,19,1,4,0,0,0,1,1,8.347,0,0,117.347,161.415375
268,1,1,1,0,28,2,0,1,0,0,102,19,2,0,0,0,2,0,1,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,3,0,0,1,0,0,0,19,146.5867132,140,127.3990218
269,5,2,0,1,7,3,0,0,1,0,84,45,1,31.159,32.542,13.005,6,0,0,0,0,0,1,0,22,6,1,1,0,0,13,1,15,0,0,0,0,5,0,0,0,0,1,0,0,16,1,3,0,0,1,0,0,0,17,1450.32,102,246.3707043
270,15,1,1,0,23,4,0,0,0,1,55,27,1,12.063,38.41,20.192,3,0,0,1,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,15,1,1,1,0,0,0,0,0,0,146.5867132,55,61.26989473
271,0,1,1,0,32,2,0,1,0,0,40,18,1,11.229,23.744,23.579,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,4,0,0,0,1,0,0,12,87.95202793,64,35.87980436
272,3,2,0,1,23,3,0,0,1,0,130,46,2,0,0,0,6,0,0,0,0,0,1,0,16,7,2,0,1,0,13,1,14,0,0,0,0,3,0,0,1,0,0,0,0,14,1,3,0,0,1,0,1,8.015,13,3096.408,151.015,307.1076667
273,13,2,0,1,0,1,1,0,0,0,125,35,2,0,0,0,1,1,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,1,1,0,0,0,1,4.598,0,53.74846151,129.598,140.7858004
274,10,1,1,0,4,3,0,0,1,0,78,38,1,16.309,37.433,20.349,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,45,33,55,13,0,0,0,0,0,0,0,0,12,1,4,0,0,0,1,1,6.831,23,0,124,111.8074382
275,10,2,0,1,1,4,0,0,0,1,71,56,2,0,0,0,3,0,0,1,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,17,1,3,0,0,1,0,1,4.045,7,166.1316083,85,177.5935011
276,1,1,1,0,0,1,1,0,0,0,35,26,1,34.415,34.64,24.55,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,4,0,0,0,1,0,0,19,195.448951,73,66.7508386
277,13,1,1,0,0,1,1,0,0,0,132,36,1,28.631,37.509,17.013,2,0,1,0,0,0,0,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,13,1,1,1,0,0,0,0,0,0,95.28136359,132,136.821051
278,5,1,1,0,15,3,0,0,1,0,69,54,2,0,0,0,3,0,0,1,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,4,0,0,0,1,1,3.508,6,107.496923,81,134.3727114
279,12,1,1,0,0,1,1,0,0,0,67,38,1,27.972,25.742,25.147,5,0,0,0,0,1,0,0,6,7,1,1,0,0,13,2,15,0,0,0,0,2,0,1,0,0,0,0,0,15,1,4,0,0,0,1,0,0,0,1290,67,147.5468938
280,10,2,0,1,6,2,0,1,0,0,82,57,1,20.569,34.474,26.092,2,0,1,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,11,1,2,0,1,0,0,1,6.032,1,80.62269227,89.032,105.7151693
281,11,1,1,0,7,4,0,0,0,1,73,37,1,28.571,26.444,19.17,6,0,0,0,0,0,1,0,19,6,1,1,0,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,20,1,1,1,0,0,0,0,0,8,861.224,81,103.8556691
282,3,1,1,0,6,2,0,1,0,0,108,53,2,0,0,0,6,0,0,0,0,0,1,0,13,8,3,0,0,1,13,1,15,0,0,0,0,2,0,1,0,0,0,0,0,16,1,3,0,0,1,0,0,0,10,2802.42,123,193.9434033
283,11,1,1,0,12,2,0,1,0,0,58,52,1,17.452,25.802,18.4,4,0,0,0,1,0,0,0,4.5,6,1,1,0,0,13,1,15,0,0,0,0,1,1,0,0,0,0,0,0,18,1,3,0,0,1,0,1,6.634,0,0,64.634,111.4506129
284,4,1,1,0,4,4,0,0,0,1,109,35,2,0,0,0,6,0,0,0,0,0,1,0,17,9,3,0,0,1,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,12,1,2,0,1,0,0,0,0,13,2492,127,169.3310367
285,2,1,1,0,16,2,0,1,0,0,119,49,2,0,0,0,3,0,0,1,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,18,195.448951,155,183.3821147
286,0,1,1,0,0,1,1,0,0,0,59,39,2,0,0,0,1,1,0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,14,1,1,1,0,0,0,0,0,14,68.40713283,87,95.34149149
287,3,2,0,1,29,4,0,0,0,1,128,24,2,0,0,0,4,0,0,0,1,0,0,0,9,9,3,0,0,1,13,2,15,0,0,0,0,5,0,0,0,0,1,0,0,15,1,1,1,0,0,0,0,0,6,0,140,158.3540337
288,15,2,0,1,1,4,0,0,0,1,112,19,2,0,0,0,6,0,0,0,0,0,1,0,23,7,1,1,0,0,13,2,14,0,0,0,0,5,0,0,0,0,1,0,0,19,1,2,0,1,0,0,1,7.816,8,1577.632,127.816,162.2865671
289,0,1,1,0,9,3,0,0,1,0,34,48,2,0,0,0,1,1,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,20,1,2,0,1,0,0,0,0,20,97.72447548,74,121.2105606
290,12,1,1,0,0,1,1,0,0,0,111,55,2,0,0,0,5,0,0,0,0,1,0,0,7,7,2,0,1,0,13,1,14,0,0,0,0,4,0,0,0,1,0,0,0,18,1,1,1,0,0,0,1,8.277,0,2436,119.277,145.3134637
291,14,2,0,1,0,1,1,0,0,0,61,20,1,16.408,26.352,16.08,5,0,0,0,0,1,0,0,7,7,2,0,1,0,13,1,15,0,0,0,0,4,0,0,0,1,0,0,0,18,1,2,0,1,0,0,1,2.074,0,990,63.074,122.4880789
292,15,1,1,0,6,2,0,1,0,0,80,50,1,33.581,23.337,19.473,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,46,33,55,13,0,0,0,0,0,0,0,0,19,1,1,1,0,0,0,0,0,18,0,116,116
293,13,1,1,0,0,2,0,1,0,0,70,55,1,17.148,24.344,26.963,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,18,1,4,0,0,0,1,1,2.116,20,0,110,82.16426345
294,3,1,1,0,17,2,0,1,0,0,92,50,1,10.155,30.384,13.032,2,0,1,0,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,12,1,3,0,0,1,0,0,0,9,87.95202793,110,176.8831587
295,2,2,0,1,0,1,1,0,0,0,107,50,1,10.404,36.714,17.438,7,0,0,0,0,0,0,1,33,33,0,0,0,0,0,0,0,48,33,55,13,0,0,0,0,0,0,0,0,17,1,4,0,0,0,1,0,0,31,0,169,183.5890712
296,9,2,0,1,0,1,1,0,0,0,74,31,2,0,0,0,6,0,0,0,0,0,1,0,17,8,2,0,1,0,13,2,14,0,0,0,0,3,0,0,1,0,0,0,0,17,1,3,0,0,1,0,0,0,8,1192.408,82,193.1453979
297,7,2,0,1,22,4,0,0,0,1,120,39,1,37.183,23.245,12.443,1,1,0,0,0,0,0,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,69.99,16,1,4,0,0,0,1,0,0,9,78.17958038,138,145.3814815
298,13,2,0,1,0,1,1,0,0,0,55,27,1,12.328,24.82,29.221,6,0,0,0,0,0,1,0,17,7,1,1,0,0,13,2,15,0,0,0,0,3,0,0,1,0,0,0,0,16,1,4,0,0,0,1,0,0,4,425.16,59,136.9037191
